ADM3_PCODE,MNDWI,BRBA,NBAI,NDSI,VARI,SAVI,OSAVI,NDMI,NBAI,EVI,NDVI,SR,ARVI,UI
BF130001,0.006387631091068824,0.0015936199259514521,9.815277249393367E-4,0.006387631091068824,0.00932768369186382,0.004505714881489371,0.004284201424890638,0.006523490536537234,9.815277249393367E-4,0.015782948509949053,0.005315800078578302,0.014562081774789426,8.392126379306342E-4,0.0010390410041308253
BF130002,0.01460696430477781,0.02706032879233626,0.029584663824632457,0.01460696430477781,0.010555458920976897,0.02172511562904551,0.02038922703988739,0.014176513390380332,0.029584663824632457,0.04902653834344315,0.0251388295482927,0.06647085290109439,0.018519328189777657,0.011973023132971593
BF130003,0.01071610005838132,0.01566030510653093,0.011043646581522636,0.01071610005838132,0.008406429777030454,0.013811824535298176,0.012218077937829079,0.01623775776352301,0.011043646581522636,0.03487553064365131,0.014449858407167483,0.03823477594101947,0.009711426904848282,0.017893572470452982
BF130004,0.022771052337122694,0.03901028434333939,0.01977810805237243,0.022771052337122694,0.006740905872921751,0.026551680967432982,0.022904930928003914,0.008195472547352482,0.01977810805237243,0.05685892808079295,0.026589046134971,0.06633478036509328,0.02486602718653423,0.016859471337407998
BF130005,0.009788966384794283,0.015735862798652536,0.024197080974971374,0.009788966384794283,0.004043877325393076,0.003739537883363917,0.0037913210876361985,0.007994552791209553,0.024197080974971374,0.013333967603095092,0.004974135110855519,0.013106619749111526,0.007025146073239764,0.011784178424546606
BF130006,0.011436614721079976,0.019555285075709094,0.021493821328692403,0.011436614721079976,0.008707326685177966,0.013372693218233563,0.012612723011708245,0.007528230016653279,0.021493821328692403,0.03658287953413619,0.015548672594512116,0.04392141755437076,0.01342772680676948,0.012487219162547877
BF130007,0.0068919247953447785,0.012313862066995942,0.02106625470594436,0.0068919247953447785,0.002549095772648096,0.009426460424379534,0.008246293593308108,0.0031630186795315067,0.02106625470594436,0.016828169739489265,0.00970741957208102,0.026129235252914232,0.011302716361697183,0.008699567889749928
BF460101,0.011543508142074317,0.016034289908326383,0.011882574962711811,0.011543508142074317,0.007163021900624478,0.010405962085360132,0.009113430450940542,0.008796757370536036,0.011882574962711811,0.02183982923254843,0.010768359051244179,0.030414787956932046,0.013347617916425731,0.007887728920368481
BF460102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF460103,0.028314658427987888,0.03711225162849477,0.009810392199609113,0.028314658427987888,0.015612221409102296,0.01990183901671649,0.0175445123283574,0.016124554299976446,0.009810392199609113,0.058098791579737435,0.020732766705773297,0.056775572676103676,0.018224670873263606,0.013253920394070244
BF460104,0.02253566262877528,0.027413869652412208,0.015522723770969981,0.02253566262877528,0.00881252016514819,0.010252141750789786,0.009437707537916867,0.015301633237577479,0.015522723770969981,0.023751943720027632,0.011503496309126199,0.032325042798705385,0.01649294655974568,0.01430174616462804
BF460105,0.010640997123898235,0.009113908078022799,0.006948204407910143,0.010640997123898235,0.009639866888531986,0.007739652447158478,0.006934025377125671,0.011767894692810227,0.006948204407910143,0.02395600905198247,0.00828386857014897,0.022789877190881082,0.011926145692834105,0.013785139505059224
BF460106,0.013206331394254657,0.019163660830327018,0.024947302465672682,0.013206331394254657,0.01828402458602057,0.021223383951886568,0.020320107387533322,0.019308847158714212,0.024947302465672682,0.05991849637681915,0.0254121458962226,0.07509177274668291,0.018859843947538143,0.02273576915215056
BF460107,0.006232579446044302,0.007748577533741906,0.003503967299276481,0.006232579446044302,0.0029512885496356914,0.014756290259059519,0.012412084832401011,0.01046055286789452,0.003503967299276481,0.02197938348398574,0.01412953085708607,0.04032529957610754,0.01930557717701171,0.007282888603623479
BF460108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF460109,0.003664910412763569,0.0038091896834735422,0.006344789582305015,0.003664910412763569,0.001725283482803354,2.5315067963634704E-4,5.708159700451675E-4,0.0035728333775063414,0.006344789582305015,0.005940100907374784,9.598585246315622E-4,0.002635819743847827,0.0028801603625815426,0.00595518084880231
BF460110,0.008265509297095712,0.007126023863743519,0.008540160299116884,0.008265509297095712,0.006293579952435365,0.0012561563343403686,0.0013622800733488593,0.004723784941397374,0.008540160299116884,0.016635978656040107,0.0018431232230800266,0.005192534056292818,0.009005575402446892,0.008984348978078378
BF460201,0.014087854512060741,0.016985134118614617,0.01759983036914892,0.014087854512060741,0.011622182931506853,0.013190324585115992,0.011363991210996405,0.015661338697874002,0.01759983036914892,0.025828429108742296,0.013266621382446275,0.03746248891954012,0.020579388868521443,0.018945179390540134
BF460202,0.010185391962277012,0.013583855826271848,0.019508393541319866,0.010185391962277012,0.01274294662642184,0.01379580104238316,0.012855996651839258,0.007798527569609183,0.019508393541319866,0.0293986821598284,0.0158166408811971,0.04598105847132538,0.01763070947139557,0.012318854265766385
BF460203,0.01951936705571818,0.028299935645124397,0.01651429386809543,0.01951936705571818,0.007732870857559692,0.012401778604629295,0.011239511492556191,0.010968737424177479,0.01651429386809543,0.02074793042837309,0.013569886511095036,0.0390359458404975,0.02025311148657336,0.009251267980646034
BF460204,0.014643539210574565,0.018227511887415386,0.02553971994800532,0.014643539210574565,0.012598642454886224,0.01556541877000079,0.013949814223460344,0.01811718416672061,0.02553971994800532,0.04701996473803767,0.01672968315463325,0.046870237874688074,0.010375990829833221,0.017941774542212567
BF460205,0.014553755272711504,0.02175606225619435,0.01731423386443211,0.014553755272711504,0.012596108947183729,0.013462283696931665,0.012155915183353067,0.012904993884379847,0.01731423386443211,0.03329322573151798,0.014633281849767891,0.04130776995526195,0.015305982002949732,0.01378319309760111
BF460206,0.019720225944786642,0.02252102415347587,0.02009028401950822,0.019720225944786642,0.011222816073697213,0.01335105158016429,0.011984082159204353,0.014176425946518648,0.02009028401950822,0.022005892395420182,0.014345175515067263,0.03975621588312391,0.025589155181537347,0.01481860085755366
BF460301,0.023254094097476793,0.015593964146958461,0.02664538235210859,0.023254094097476793,0.025079778077019683,0.012192204139928574,0.011841965304646212,0.02092637811043426,0.02664538235210859,0.05012754536304065,0.014974076290232256,0.042027920809216336,0.018575911121484295,0.03173259203931669
BF460302,0.006292495750874623,0.006264796811115598,0.010498951894846948,0.006292495750874623,0.004943106792225001,0.003995700474356117,0.003775920080765066,0.006425496107895093,0.010498951894846948,0.009103313065581613,0.004661541478972044,0.012438544551412736,0.010053525456689104,0.008017745203271497
BF460303,0.018270778209733544,0.02224860297781675,0.016049243381352392,0.018270778209733544,0.007625130105323008,0.007706851422162934,0.007130643026770577,0.018658926951996443,0.016049243381352392,0.024443797322756925,0.008731142668543114,0.0243027306431869,0.008364370109758493,0.019475170789812694
BF460304,0.014311067186474008,0.016402994594776833,0.020034491988629572,0.014311067186474008,0.01968037419754955,0.00997443721734727,0.008559594431076383,0.009726415156219248,0.020034491988629572,0.01871255218468089,0.010046555437456103,0.027521678493079897,0.02508409542505737,0.010229428317998212
BF460305,0.022363664649625678,0.026058668308306287,0.01674630463568682,0.022363664649625678,0.020724197089707876,0.010549809143055467,0.009668989155102444,0.015749261500260417,0.01674630463568682,0.033629040525086536,0.01171480367090322,0.03168969305629757,0.016155050842695754,0.02247695730741105
BF460306,0.013553816580415691,0.018432917645696798,0.02317992350001973,0.013553816580415691,0.014428195332498334,0.01081494385103678,0.009652579263147925,0.013165960565275385,0.02317992350001973,0.025809407888494763,0.011563286219244222,0.03198007132508497,0.017285124552792516,0.012646259092846421
BF460307,0.011892721450248618,0.019906074450326293,0.02110720343638013,0.011892721450248618,0.0027827187892608962,0.003759199270591461,0.004238778213240368,0.00896703017272442,0.02110720343638013,0.006819494967450967,0.005743653964679868,0.01566889595527507,0.004892538567331011,0.0018707718084500396
BF460308,0.0032555411852587665,5.714581121892716E-4,0.0029162114817796615,0.0032555411852587665,0.004527649456916648,0.002467043643881343,0.0022684993946369366,0.0032457859366459476,0.0029162114817796615,0.009628081339106956,0.0027546983317141265,0.007697046039494091,0.002049202414647621,0.00718974971393544
BF460309,0.010561103089849524,0.00969656332828597,0.01439959274502259,0.010561103089849524,0.01567654994142924,0.008230612708558196,0.007512776366255329,0.010740462204850022,0.01439959274502259,0.02826296908289389,0.009117888110414578,0.024728005709983843,0.00841188342087345,0.015474323475929705
