ADM3_PCODE,inhabitants_100m,inhabitants_inside5km_events,exposed_to_conflict_indicator,inhabitants_inside5km_VAC,inhabitants_inside5km_Battles,inhabitants_inside5km_Riots,inhabitants_inside5km_Protests,inhabitants_inside5km_ERV
BF560402,61289.6847,36701.53598,0.598820767,28139.31467,36701.53598,30253.61421,30253.61421,30531.22524
BF560403,44419.31341,16783.48409,0.377842042,15814.59972,16783.48409,16783.48409,16783.48409,16783.48409
BF560404,25398.0626,8288.836226,0.326357028,8288.836226,8288.836226,8288.836226,8288.836226,8288.836226
BF560405,25982.84987,10263.12008,0.394995935,6275.395689,10263.12008,8523.374356,8523.374356,8523.374356
BF560406,31209.84623,7878.853199,0.252447678,2298.335277,7878.853199,7401.587334,7401.587334,7401.587334
BF570102,49828.48792,27160.84781,0.545086735,19340.43496,27160.84781,19340.43496,19815.10378,19815.10378
BF570103,8058.972893,0,0,0,0,0,0,0
BF570101,26705.81449,23.3923068,8.76E-04,0,23.3923068,0,0,0
BF570104,61816.3852,10021.90421,0.162123751,0,10021.90421,0,0,0
BF570105,10978.52654,3999.136024,0.364268922,0,3999.136024,0,3901.018455,3901.018455
BF570201,58447.00514,0,0,0,0,0,0,0
BF570202,40659.22377,15559.62777,0.382683837,0,15559.62777,15559.62777,15559.62777,15559.62777
BF570203,44708.39863,0,0,0,0,0,0,0
BF570204,13080.82268,0,0,0,0,0,0,0
BF570205,10967.33888,0,0,0,0,0,0,0
BF570206,26254.53058,0,0,0,0,0,0,0
BF570207,9062.16074,0,0,0,0,0,0,0
BF570208,25998.64371,3082.14219,0.118550115,0,3082.14219,3082.14219,3082.14219,3082.14219
BF570301,40658.00783,9532.855009,0.23446439,0,9532.855009,9532.855009,9532.855009,9532.855009
BF570302,16623.16899,5461.082631,0.328522355,4368.361965,5461.082631,4368.361965,4368.361965,4368.361965
BF570303,11510.64458,3374.675736,0.293178693,3374.675736,3374.675736,3374.675736,3374.675736,3374.675736
BF570304,19261.89169,0,0,0,0,0,0,0
BF570305,13054.55974,4397.772172,0.33687633,3222.949842,4397.772172,4384.640646,4384.640646,4384.640646
BF570401,11739.85509,5311.79998,0.452458735,27.33389711,5311.79998,5258.632503,5311.79998,5311.79998
BF570402,21282.7882,809.8053575,0.038049778,0,809.8053575,0,0,0
BF570403,59340.91292,3524.129407,0.059387853,3455.032372,3524.129407,3455.032372,3455.032372,3524.129407
BF570404,68107.60231,31269.32096,0.459116455,30387.15764,31269.32096,30627.78357,30627.78357,30627.78357
BF570405,19550.20817,4349.147085,0.222460398,614.6435843,4349.147085,614.6435843,614.6435843,614.6435843
BF570406,67856.9363,5991.551754,0.088296821,0,5991.551754,326.7140751,619.0232935,619.0232935
BF570407,74473.31957,14425.43319,0.193699345,560.4628096,14425.43319,9274.63616,9627.286571,9627.286571
BF570408,12448.01788,67.87218904,0.00545245,0,67.87218904,0,0,0
BF570409,27261.37727,7069.250898,0.259313784,2588.454381,7069.250898,2593.06038,3406.654538,3406.654538
BF570410,10300.18917,4444.972881,0.431542839,0,4444.972881,0,1076.227943,1076.227943
ML010107,26863.33454,0,0,0,0,0,0,0
ML010102,18163.58987,0,0,0,0,0,0,0
ML010113,39677.1035,2001.449644,0.050443441,0,2001.449644,2001.449644,2001.449644,2001.449644
ML010112,9658.501739,0,0,0,0,0,0,0
ML010110,10574.04972,0,0,0,0,0,0,0
ML010104,18523.58527,0,0,0,0,0,0,0
ML010103,41079.71324,0,0,0,0,0,0,0
ML010101,22099.94299,5142.272586,0.232682618,0,5142.272586,0,5142.272586,5142.272586
ML010106,9636.329907,0,0,0,0,0,0,0
ML010108,15233.95085,0,0,0,0,0,0,0
ML010109,30617.04964,2325.044391,0.075939531,0,2325.044391,0,2325.044391,2325.044391
ML010105,15090.24701,0,0,0,0,0,0,0
ML010111,25307.91987,0,0,0,0,0,0,0
ML010212,22734.86397,0,0,0,0,0,0,0
ML010205,15198.09716,0,0,0,0,0,0,0
ML010202,34540.57899,0,0,0,0,0,0,0
ML010201,28619.85365,69.20208287,0.002417975,69.20208287,69.20208287,69.20208287,69.20208287,69.20208287
ML010215,5901.764218,0,0,0,0,0,0,0
ML010211,6020.184179,0,0,0,0,0,0,0
ML010210,16142.14836,0,0,0,0,0,0,0
ML010207,6979.593302,0,0,0,0,0,0,0
ML010203,14493.16924,924.0835998,0.06375994,0,924.0835998,0,0,0
ML010214,19172.7931,0,0,0,0,0,0,0
ML010204,41873.16791,18090.92385,0.432040965,1441.192339,18090.92385,2761.377883,2761.377883,2761.377883
ML010208,12677.2848,0,0,0,0,0,0,0
ML010209,11269.4544,4002.158011,0.355133254,4002.158011,4002.158011,4002.158011,4002.158011,4002.158011
ML010213,20370.5853,0,0,0,0,0,0,0
ML010206,21173.9621,2698.749225,0.127456034,0,2698.749225,0,0,0
ML010306,2824.88441,0,0,0,0,0,0,0
ML010325,29467.16524,0,0,0,0,0,0,0
ML010324,30876.37053,0,0,0,0,0,0,0
ML010316,28431.46297,0,0,0,0,0,0,0
ML010305,13340.51772,7853.080424,0.588663843,0,7853.080424,7853.080424,7853.080424,7853.080424
ML010304,29619.19148,0,0,0,0,0,0,0
ML010302,13953.67786,0,0,0,0,0,0,0
ML010308,4907.979411,0,0,0,0,0,0,0
ML010319,23516.44661,0,0,0,0,0,0,0
ML010307,10168.11822,0,0,0,0,0,0,0
ML010313,18671.35902,0,0,0,0,0,0,0
ML010323,14486.55611,0,0,0,0,0,0,0
ML010317,24801.82339,7382.049559,0.297641405,0,7382.049559,7382.049559,7382.049559,7382.049559
ML010312,205931.7356,205920.8421,0.999947102,0,205920.8421,205920.8421,205920.8421,205920.8421
ML010328,9735.18055,3217.27779,0.330479519,0,3217.27779,3217.27779,3217.27779,3217.27779
ML010322,17980.51893,133.6377485,0.007432363,0,133.6377485,0,133.6377485,133.6377485
ML010321,69497.04962,17394.924,0.250297302,0,17394.924,17394.924,17394.924,17394.924
ML010318,12551.11156,0,0,0,0,0,0,0
ML010310,7981.571249,0,0,0,0,0,0,0
ML010303,13845.90294,0,0,0,0,0,0,0
ML010315,8213.221355,0,0,0,0,0,0,0
ML010320,9912.949934,0,0,0,0,0,0,0
ML010314,35118.50045,23919.56307,0.681110035,0,23919.56307,23919.56307,23919.56307,23919.56307
ML010311,17345.62157,0,0,0,0,0,0,0
ML010327,10388.19652,3057.520234,0.294326376,3057.520234,3057.520234,3057.520234,3057.520234,3057.520234
ML010309,24255.20314,756.4646418,0.031187727,756.4646418,756.4646418,756.4646418,756.4646418,756.4646418
ML010326,8730.32864,0,0,0,0,0,0,0
ML010301,19463.06973,7554.263417,0.388133194,0,7554.263417,7554.263417,7554.263417,7554.263417
ML010407,3833.714848,0,0,0,0,0,0,0
ML010409,41425.68817,16887.01331,0.407645933,0,16887.01331,16887.01331,16887.01331,16887.01331
ML010405,20091.57951,0,0,0,0,0,0,0
ML010412,56999.4118,19063.08923,0.334443613,19063.08923,19063.08923,19063.08923,19063.08923,19063.08923
ML010411,17364.70168,0,0,0,0,0,0,0
ML010401,17048.42494,0,0,0,0,0,0,0
ML010404,5567.777297,0,0,0,0,0,0,0
ML010403,20445.79965,87.12721133,0.004261375,87.12721133,87.12721133,87.12721133,87.12721133,87.12721133
ML010408,19139.10605,0,0,0,0,0,0,0
ML010402,21919.58415,0,0,0,0,0,0,0
ML010406,7759.558259,0,0,0,0,0,0,0
ML010410,18118.46969,0,0,0,0,0,0,0
ML010527,14466.12134,0,0,0,0,0,0,0
ML010511,14213.9868,0,0,0,0,0,0,0
ML010526,50815.23956,4089.721047,0.080482176,0,4089.721047,0,0,0
ML010528,18055.02835,0,0,0,0,0,0,0
ML010513,65701.50851,65701.50851,1,0,65701.50851,65701.50851,65701.50851,65701.50851
ML010524,5718.90533,0,0,0,0,0,0,0
ML010522,13003.94776,0,0,0,0,0,0,0
ML010509,34199.50861,0,0,0,0,0,0,0
ML010508,8945.901847,0,0,0,0,0,0,0
ML010505,14962.50714,0,0,0,0,0,0,0
ML010501,7520.180781,0,0,0,0,0,0,0
ML010518,12692.6698,0,0,0,0,0,0,0
ML010512,34089.92619,3054.190084,0.089592159,0,3054.190084,0,0,0
ML010531,12625.32592,0,0,0,0,0,0,0
ML010514,10703.80215,1901.020252,0.177602335,0,1901.020252,1901.020252,1901.020252,1901.020252
ML010506,12852.57479,0,0,0,0,0,0,0
ML010521,12730.95678,0,0,0,0,0,0,0
ML010516,16099.98373,0,0,0,0,0,0,0
ML010517,29616.04551,0,0,0,0,0,0,0
ML010519,17733.67019,0,0,0,0,0,0,0
ML010507,18843.98785,0,0,0,0,0,0,0
ML010510,16025.18397,0,0,0,0,0,0,0
ML010503,11146.43283,1931.335088,0.173269343,0,1931.335088,1931.335088,1931.335088,1931.335088
ML010529,7638.858412,0,0,0,0,0,0,0
ML010530,11046.74481,0,0,0,0,0,0,0
ML010532,13420.97712,0,0,0,0,0,0,0
ML010533,6507.882544,146.4384521,0.022501705,0,146.4384521,0,0,0
ML010520,8122.936396,0,0,0,0,0,0,0
ML010525,4712.273108,657.5227325,0.139534088,0,657.5227325,0,0,0
ML010523,14381.45127,0,0,0,0,0,0,0
ML010502,10497.44675,623.1476405,0.059361829,0,623.1476405,623.1476405,623.1476405,623.1476405
ML010504,5949.643382,801.5270789,0.134718508,0,801.5270789,801.5270789,801.5270789,801.5270789
ML010515,20827.02746,2459.20562,0.11807761,0,2459.20562,2459.20562,2459.20562,2459.20562
ML010615,13322.48826,12.18952084,9.15E-04,0,12.18952084,12.18952084,12.18952084,12.18952084
ML010612,34559.05726,5847.361082,0.169199091,0,5847.361082,0,0,0
ML010609,22199.73993,0,0,0,0,0,0,0
ML010607,9944.002388,0,0,0,0,0,0,0
ML010605,20643.57331,224.4056399,0.010870484,224.4056399,224.4056399,224.4056399,224.4056399,224.4056399
ML010602,10185.47335,0,0,0,0,0,0,0
ML010601,5770.989075,0,0,0,0,0,0,0
ML010614,13589.01487,0,0,0,0,0,0,0
ML010611,16464.74366,1271.958546,0.077253468,1251.190373,1271.958546,1271.958546,1271.958546,1271.958546
ML010610,44367.63544,39614.00331,0.892858114,0,39614.00331,39614.00331,39614.00331,39614.00331
ML010613,27876.4899,0,0,0,0,0,0,0
ML010606,15151.33611,6040.794688,0.398697161,2810.899604,6040.794688,2810.899604,2810.899604,2810.899604
ML010603,7839.339865,0,0,0,0,0,0,0
ML010616,10852.24575,0,0,0,0,0,0,0
ML010608,10858.43254,27.57128477,0.002539159,27.57128477,27.57128477,27.57128477,27.57128477,27.57128477
ML010604,16684.14955,0,0,0,0,0,0,0
ML010706,44666.04215,0,0,0,0,0,0,0
ML010711,15619.58406,0,0,0,0,0,0,0
ML010712,13778.52465,0,0,0,0,0,0,0
ML010708,14859.81563,0,0,0,0,0,0,0
ML010707,6982.407742,4883.381657,0.699383628,0,4883.381657,4782.495161,4782.495161,4782.495161
ML010705,50891.23148,12098.52257,0.23773295,0,12098.52257,0,12098.52257,12098.52257
ML010703,10199.5572,0,0,0,0,0,0,0
ML010702,25202.10808,0,0,0,0,0,0,0
ML010710,6102.268263,0,0,0,0,0,0,0
ML010709,7257.81035,6325.918005,0.871601447,0,6325.918005,2614.795611,2614.795611,2614.795611
ML010704,15973.70868,0,0,0,0,0,0,0
ML010701,11520.7572,31.56954241,0.002740232,0,31.56954241,0,0,0
ML020109,13773.49025,3347.091924,0.243009714,865.8138227,3347.091924,3347.091924,3347.091924,3347.091924
ML020107,4641.237216,1821.828859,0.392530865,0,1821.828859,1821.828859,1821.828859,1821.828859
ML020106,34353.34781,0,0,0,0,0,0,0
ML020105,14713.47303,0,0,0,0,0,0,0
ML020104,49706.13864,16865.01858,0.339294482,0,16865.01858,0,16833.07744,16833.07744
ML020102,10695.63354,0,0,0,0,0,0,0
ML020101,36958.9961,20477.62228,0.554063271,0,20477.62228,0,53.7951417,53.7951417
ML020108,17480.2353,4452.311164,0.254705448,0,4452.311164,4452.311164,4452.311164,4452.311164
ML020103,41690.63482,1851.427668,0.044408719,1851.427668,1851.427668,1851.427668,1851.427668,1851.427668
ML020219,27324.12168,0,0,0,0,0,0,0
ML020204,12531.53765,0,0,0,0,0,0,0
ML020212,30631.12765,0,0,0,0,0,0,0
ML020205,10219.37036,0,0,0,0,0,0,0
ML020210,7894.64645,0,0,0,0,0,0,0
ML020217,27202.61186,0,0,0,0,0,0,0
ML020209,73294.61668,62066.3877,0.846806908,62066.3877,62066.3877,62066.3877,62066.3877,62066.3877
ML020218,20927.00797,0,0,0,0,0,0,0
ML020221,18757.48723,0,0,0,0,0,0,0
ML020220,14652.8787,0,0,0,0,0,0,0
ML020201,38484.9736,0,0,0,0,0,0,0
ML020223,25230.75535,0,0,0,0,0,0,0
ML020213,19205.89491,0,0,0,0,0,0,0
ML020203,25980.46269,0,0,0,0,0,0,0
ML020216,22189.86331,0,0,0,0,0,0,0
ML020222,20065.86613,0,0,0,0,0,0,0
ML020207,39773.08316,0,0,0,0,0,0,0
ML020214,17377.42841,0,0,0,0,0,0,0
ML020208,17940.32362,0,0,0,0,0,0,0
ML020202,9173.82084,0,0,0,0,0,0,0
ML020206,42666.83135,0,0,0,0,0,0,0
ML020211,56054.89931,28590.36641,0.51004224,0,28590.36641,28590.36641,28590.36641,28590.36641
ML020215,60036.69201,9517.761204,0.158532406,0,9517.761204,0,0,0
ML020309,4184.591843,0,0,0,0,0,0,0
ML020304,6241.239871,0,0,0,0,0,0,0
ML020308,12534.53345,1953.693416,0.155864869,0,1953.693416,1583.901272,1583.901272,1583.901272
ML020307,15452.80779,87.35602355,0.005653084,0,87.35602355,0,0,0
ML020301,8308.82104,216.7152538,0.026082552,0,216.7152538,0,0,0
ML020302,8432.712795,3456.388655,0.409878617,0,3456.388655,3456.388655,3456.388655,3456.388655
ML020303,18859.99304,0,0,0,0,0,0,0
ML020305,16913.54625,28.92749262,0.001710315,0,28.92749262,0,28.92749262,28.92749262
ML020306,21305.13227,10430.64406,0.489583633,0,10430.64406,0,10430.64406,10430.64406
ML020424,21942.95973,0,0,0,0,0,0,0
ML020427,23925.96536,0,0,0,0,0,0,0
ML020428,60197.05858,29669.48294,0.492872636,0,29669.48294,0,0,0
ML020436,20008.7959,0,0,0,0,0,0,0
ML020420,93612.565,0,0,0,0,0,0,0
ML020432,240679.9033,137350.6503,0.570677686,0,137350.6503,0,137350.6503,137350.6503
ML020437,13710.31505,0,0,0,0,0,0,0
ML020401,82386.93788,32793.23776,0.398039284,0,32793.23776,0,0,0
ML020423,48432.40192,0,0,0,0,0,0,0
ML020434,12201.59178,0,0,0,0,0,0,0
ML020403,15872.4058,0,0,0,0,0,0,0
ML020422,22347.32955,0,0,0,0,0,0,0
ML020405,12574.57026,0,0,0,0,0,0,0
ML020418,117908.4667,115545.2709,0.97995737,0,115545.2709,115545.2709,115545.2709,115545.2709
ML020433,28210.23054,15109.52096,0.535604306,12787.03188,15109.52096,12787.03188,12787.03188,12787.03188
ML020426,9896.023744,0,0,0,0,0,0,0
ML020416,10587.7977,0,0,0,0,0,0,0
ML020413,13733.01536,0,0,0,0,0,0,0
ML020410,16850.04456,0,0,0,0,0,0,0
ML020404,12345.33456,0,0,0,0,0,0,0
ML020421,118732.9302,0,0,0,0,0,0,0
ML020430,15241.29521,0,0,0,0,0,0,0
ML020408,153989.0794,153138.2131,0.994474502,20178.82637,153138.2131,20178.82637,153138.2131,153138.2131
ML020406,12828.32829,0,0,0,0,0,0,0
ML020412,15411.53853,0,0,0,0,0,0,0
ML020414,13909.82199,0,0,0,0,0,0,0
ML020435,9609.355239,0,0,0,0,0,0,0
ML020419,5961.933362,0,0,0,0,0,0,0
ML020402,25279.07979,0,0,0,0,0,0,0
ML020425,11163.558,0,0,0,0,0,0,0
ML020431,54606.53583,0,0,0,0,0,0,0
ML020415,641538.0581,109481.9312,0.170655396,0,109481.9312,0,0,0
ML020411,47781.48421,8781.284367,0.183780067,8781.284367,8781.284367,8781.284367,8781.284367,8781.284367
ML020407,27180.3935,9858.144353,0.362693217,9858.144353,9858.144353,9858.144353,9858.144353,9858.144353
ML020417,20979.6225,8012.303518,0.381908851,0,8012.303518,8012.303518,8012.303518,8012.303518
ML020429,23675.67279,5566.085812,0.23509726,0,5566.085812,0,5566.085812,5566.085812
ML020409,11151.7409,0,0,0,0,0,0,0
ML020501,37496.14362,6640.089603,0.177087267,0,6640.089603,6552.323552,6552.323552,6552.323552
ML020509,20971.02245,0,0,0,0,0,0,0
ML020510,13821.17956,0,0,0,0,0,0,0
ML020507,9259.451707,0,0,0,0,0,0,0
ML020506,21559.20703,0,0,0,0,0,0,0
ML020505,19406.10437,0,0,0,0,0,0,0
ML020504,37399.94876,0,0,0,0,0,0,0
ML020503,50722.41503,16197.68811,0.319339844,0,16197.68811,16197.68811,16197.68811,16197.68811
ML020508,17884.34751,1058.07163,0.05916188,0,1058.07163,0,0,0
ML020502,27047.53043,0,0,0,0,0,0,0
ML020605,33085.90114,15660.78103,0.473336995,0,15660.78103,15660.78103,15660.78103,15660.78103
ML020609,15827.88661,0,0,0,0,0,0,0
ML020601,26283.07891,0,0,0,0,0,0,0
ML020606,41188.02757,7028.600192,0.170646681,0,7028.600192,0,0,0
ML020604,52508.86047,47892.13496,0.91207721,0,47892.13496,47892.13496,47892.13496,47892.13496
ML020602,7958.276464,0,0,0,0,0,0,0
ML020608,10530.16931,0,0,0,0,0,0,0
ML020607,43291.40512,0,0,0,0,0,0,0
ML020603,23006.46261,0,0,0,0,0,0,0
ML020707,35909.3054,5843.322921,0.162724476,5843.322921,5843.322921,5843.322921,5843.322921,5843.322921
ML020706,10628.43981,62.02110553,0.005835391,0,62.02110553,0,62.02110553,62.02110553
ML020711,22712.64766,11535.58467,0.507892556,2698.447308,11535.58467,2698.447308,2698.447308,11535.58467
ML020710,32362.09469,5803.054368,0.179316402,181.4149318,5803.054368,5803.054368,5803.054368,5803.054368
ML020709,38492.35069,22619.38933,0.587633359,22619.38933,22619.38933,22619.38933,22619.38933,22619.38933
ML020708,13127.10721,1141.693455,0.086972205,0,1141.693455,0,0,0
ML020705,36556.30855,0,0,0,0,0,0,0
ML020704,42810.77762,3657.879652,0.085442962,0,3657.879652,3657.879652,3657.879652,3657.879652
ML020703,44839.72902,6406.25195,0.142869997,6406.25195,6406.25195,6406.25195,6406.25195,6406.25195
ML020702,17707.54699,0,0,0,0,0,0,0
ML020701,14400.84359,0,0,0,0,0,0,0
ML030122,21259.97867,0,0,0,0,0,0,0
ML030111,20880.62159,0,0,0,0,0,0,0
ML030101,9110.166731,0,0,0,0,0,0,0
ML030126,47525.75881,4529.61933,0.095308722,0,4529.61933,0,0,0
ML030112,7231.412832,2236.546748,0.309282128,0,2236.546748,0,2236.546748,2236.546748
ML030105,7813.150613,0,0,0,0,0,0,0
ML030108,2834.714606,0,0,0,0,0,0,0
ML030104,11622.66815,0,0,0,0,0,0,0
ML030116,18284.70569,0,0,0,0,0,0,0
ML030102,79826.96187,70189.83433,0.87927478,0,70189.83433,0,70189.83433,70189.83433
ML030120,29203.13321,86.45244455,0.002960383,0,86.45244455,0,86.45244455,86.45244455
ML030103,15840.63076,0,0,0,0,0,0,0
ML030124,15652.02807,0,0,0,0,0,0,0
ML030109,12111.88835,0,0,0,0,0,0,0
ML030115,7380.438184,0,0,0,0,0,0,0
ML030121,11964.01309,0,0,0,0,0,0,0
ML030117,6274.292565,0,0,0,0,0,0,0
ML030110,45797.10687,1488.666112,0.03250568,0,1488.666112,0,0,0
ML030107,18651.53864,1517.362563,0.081353211,0,1517.362563,0,1517.362563,1517.362563
ML030125,11399.9428,0,0,0,0,0,0,0
ML030113,6435.455684,1642.654969,0.255250762,0,1642.654969,0,1642.654969,1642.654969
ML030114,67152.23538,0,0,0,0,0,0,0
ML030123,12183.28508,0,0,0,0,0,0,0
ML030118,31295.6538,12900.16043,0.412202938,0,12900.16043,0,12900.16043,12900.16043
ML030119,47791.67865,0,0,0,0,0,0,0
ML030106,39708.55325,0,0,0,0,0,0,0
ML030209,68614.93482,45865.56931,0.668448778,0,45865.56931,0,45865.56931,45865.56931
ML030207,155991.8306,26156.8979,0.167681204,26156.8979,26156.8979,26156.8979,26156.8979,26156.8979
ML030202,9540.654614,0,0,0,0,0,0,0
ML030201,3778.587594,0,0,0,0,0,0,0
ML030205,8382.209571,0,0,0,0,0,0,0
ML030208,13600.13591,0,0,0,0,0,0,0
ML030206,46863.52838,0,0,0,0,0,0,0
ML030203,70553.92172,5504.741722,0.078021768,34.84178543,5504.741722,34.84178543,34.84178543,34.84178543
ML030204,75252.56075,45534.75133,0.605092383,45534.75133,45534.75133,45534.75133,45534.75133,45534.75133
ML030310,7632.402994,0,0,0,0,0,0,0
ML030305,38431.96704,0,0,0,0,0,0,0
ML030308,6594.600902,0,0,0,0,0,0,0
ML030306,65355.67327,0,0,0,0,0,0,0
ML030301,9239.800229,0,0,0,0,0,0,0
ML030302,47992.0181,12166.85447,0.253518292,12166.85447,12166.85447,12166.85447,12166.85447,12166.85447
ML030311,11190.03887,0,0,0,0,0,0,0
ML030309,13769.02912,0,0,0,0,0,0,0
ML030312,7356.913407,0,0,0,0,0,0,0
ML030307,6205.75683,0,0,0,0,0,0,0
ML030303,18316.36721,0,0,0,0,0,0,0
ML030304,21769.08848,0,0,0,0,0,0,0
ML030422,26267.08942,0,0,0,0,0,0,0
ML030409,8251.446841,0,0,0,0,0,0,0
ML030412,21627.59124,74.8890481,0.003462662,74.8890481,74.8890481,74.8890481,74.8890481,74.8890481
ML030421,3554.282862,0,0,0,0,0,0,0
ML030423,42662.28761,30877.48622,0.723765366,0,30877.48622,24864.22351,24864.22351,24864.22351
ML030405,19768.20417,0,0,0,0,0,0,0
ML030410,31247.47494,0,0,0,0,0,0,0
ML030419,37137.04217,14726.11489,0.396534404,0,14726.11489,0,0,0
ML030425,7290.854717,0,0,0,0,0,0,0
ML030433,19119.54529,0,0,0,0,0,0,0
ML030413,37653.98576,0,0,0,0,0,0,0
ML030434,24571.39937,6113.087018,0.248788721,0,6113.087018,0,0,0
ML030402,9101.331383,0,0,0,0,0,0,0
ML030403,13685.03925,1752.739345,0.128077042,1744.288694,1752.739345,1744.288694,1744.288694,1744.288694
ML030427,18139.9453,0,0,0,0,0,0,0
ML030404,12690.38265,0,0,0,0,0,0,0
ML030406,14108.77807,0,0,0,0,0,0,0
ML030417,11105.5235,0,0,0,0,0,0,0
ML030420,10947.62182,3903.173687,0.356531652,3903.173687,3903.173687,3903.173687,3903.173687,3903.173687
ML030426,29658.05185,15136.42611,0.510364814,0,15136.42611,15120.15848,15120.15848,15120.15848
ML030428,20546.2288,0,0,0,0,0,0,0
ML030430,6910.274895,0,0,0,0,0,0,0
ML030431,6567.221083,0,0,0,0,0,0,0
ML030435,8238.578284,0,0,0,0,0,0,0
ML030407,15790.73576,0,0,0,0,0,0,0
ML030408,11483.64669,17.39454579,0.001514723,0,17.39454579,0,0,0
ML030415,8590.174397,0,0,0,0,0,0,0
ML030418,13661.18846,0,0,0,0,0,0,0
ML030429,6535.94758,0,0,0,0,0,0,0
ML030432,5079.789726,0,0,0,0,0,0,0
ML030411,17376.48811,0,0,0,0,0,0,0
ML030436,17518.22979,0,0,0,0,0,0,0
ML030416,226383.2917,205588.5385,0.908143604,0,205588.5385,205588.5385,205588.5385,205588.5385
ML030424,10290.28144,45.66440153,0.004437624,0,45.66440153,0,0,0
ML030414,17298.48509,0,0,0,0,0,0,0
ML030401,6086.922964,0,0,0,0,0,0,0
ML030541,4772.761027,0,0,0,0,0,0,0
ML030533,5183.698921,0,0,0,0,0,0,0
ML030520,27939.47091,0,0,0,0,0,0,0
ML030540,6508.312096,0,0,0,0,0,0,0
ML030506,5682.830487,0,0,0,0,0,0,0
ML030531,41921.00459,14108.21752,0.336542925,0,14108.21752,0,0,0
ML030532,13296.97379,0,0,0,0,0,0,0
ML030524,18402.54017,2.383406639,1.30E-04,2.383406639,2.383406639,2.383406639,2.383406639,2.383406639
ML030514,9852.838949,0,0,0,0,0,0,0
ML030523,12443.03828,0,0,0,0,0,0,0
ML030501,9149.763921,0,0,0,0,0,0,0
ML030538,8874.455082,0,0,0,0,0,0,0
ML030539,5643.929203,0,0,0,0,0,0,0
ML030537,3919.173142,0,0,0,0,0,0,0
ML030535,13797.58383,0,0,0,0,0,0,0
ML030534,11519.07161,0,0,0,0,0,0,0
ML030505,6748.906712,0,0,0,0,0,0,0
ML030530,8339.782086,0,0,0,0,0,0,0
ML030529,4964.073761,0,0,0,0,0,0,0
ML030528,11136.31534,0,0,0,0,0,0,0
ML030525,18647.08747,0,0,0,0,0,0,0
ML030522,8579.779979,0,0,0,0,0,0,0
ML030521,11168.5339,0,0,0,0,0,0,0
ML030507,15344.58325,0,0,0,0,0,0,0
ML030504,13354.27293,0,0,0,0,0,0,0
ML030519,30694.57165,11393.58764,0.371192267,0,11393.58764,0,0,0
ML030518,16150.03665,0,0,0,0,0,0,0
ML030517,10718.81328,0,0,0,0,0,0,0
ML030513,10245.90748,0,0,0,0,0,0,0
ML030510,8339.368471,0,0,0,0,0,0,0
ML030508,15803.91648,0,0,0,0,0,0,0
ML030502,12653.39405,0,0,0,0,0,0,0
ML030511,17491.8278,1638.618948,0.093679115,0,1638.618948,0,0,0
ML030512,21629.06901,0,0,0,0,0,0,0
ML030526,34900.44474,573.5806181,0.016434765,0,573.5806181,0,0,0
ML030543,7468.791676,0,0,0,0,0,0,0
ML030527,4168.576332,0,0,0,0,0,0,0
ML030503,43937.2581,1068.182363,0.024311539,862.5432639,1068.182363,862.5432639,862.5432639,862.5432639
ML030509,14131.01199,0,0,0,0,0,0,0
ML030516,7598.249123,0,0,0,0,0,0,0
ML030536,331637.3138,278421.8286,0.8395371,0,278421.8286,278421.8286,278421.8286,278421.8286
ML030515,30783.5755,0,0,0,0,0,0,0
ML030542,11631.25475,0,0,0,0,0,0,0
ML030609,18373.88747,22.45785475,0.00122227,0,22.45785475,22.45785475,22.45785475,22.45785475
ML030611,61379.4083,24572.34856,0.400335377,0,24572.34856,0,24572.34856,24572.34856
ML030605,29267.32944,3061.163292,0.104593188,3061.163292,3061.163292,3061.163292,3061.163292,3061.163292
ML030607,11997.44383,2245.857965,0.187194706,0,2245.857965,2245.857965,2245.857965,2245.857965
ML030610,14093.44668,0,0,0,0,0,0,0
ML030612,11347.42069,6099.62089,0.537533688,0,6099.62089,6099.62089,6099.62089,6099.62089
ML030608,6194.211869,0,0,0,0,0,0,0
ML030601,36016.9781,0,0,0,0,0,0,0
ML030602,4792.078881,0,0,0,0,0,0,0
ML030603,10724.87704,0,0,0,0,0,0,0
ML030604,8998.21221,2450.658571,0.272349497,0,2450.658571,0,0,0
ML030606,31237.59296,8368.010859,0.267882704,0,8368.010859,0,8368.010859,8368.010859
ML030707,14080.9297,0,0,0,0,0,0,0
ML030701,29349.20704,12395.01419,0.422328759,8191.150617,12395.01419,12395.01419,12395.01419,12395.01419
ML030702,19574.65641,0,0,0,0,0,0,0
ML030703,21212.70925,0,0,0,0,0,0,0
ML030704,36863.06075,0,0,0,0,0,0,0
ML030705,76340.03286,25559.74146,0.334814389,25474.05932,25559.74146,25474.05932,25474.05932,25474.05932
ML030706,19456.73058,5755.540287,0.295812303,0,5755.540287,0,0,0
ML030708,30289.59359,0,0,0,0,0,0,0
ML030709,32237.20391,8790.878447,0.272693577,0,8790.878447,0,8790.878447,8790.878447
ML040102,24360.40189,833.7788105,0.034226809,0,833.7788105,0,0,0
ML040103,9912.092717,0,0,0,0,0,0,0
ML040101,50052.14386,18010.06702,0.359826086,0,18010.06702,0,18010.06702,18010.06702
ML040107,6330.911893,0,0,0,0,0,0,0
ML040110,11164.82464,0,0,0,0,0,0,0
ML040109,6215.832773,0,0,0,0,0,0,0
