ADM3_PCODE,events,events_VAC,events_Battles,events_Riots,events_Protests,events_ERV,events_SD,conflict_diffusion_indicator,cdi_VAC,cdi_Battles,cdi_Riots,cdi_Protests,cdi_ERV,cdi_SD
BF530307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540101,25.0,3.0,11.0,0.0,0.0,8.0,3.0,0.3333333333333333,0.16666666666666666,0.25,0.0,0.0,0.16666666666666666,0.16666666666666666
BF540102,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0
BF540103,14.0,9.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
BF540104,22.0,6.0,9.0,0.0,1.0,3.0,3.0,0.5333333333333333,0.26666666666666666,0.5333333333333333,0.0,0.06666666666666667,0.2,0.13333333333333333
BF540201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540204,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0
BF540205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540209,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
BF540210,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0
BF540301,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BF540302,20.0,7.0,5.0,0.0,0.0,5.0,3.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.0,0.0,0.42857142857142855,0.2857142857142857
BF540303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540305,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
BF540306,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
BF540307,15.0,1.0,0.0,0.0,11.0,1.0,2.0,0.4,0.2,0.0,0.0,0.2,0.2,0.2
BF540308,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
BF540309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF540310,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0
