ADM2_PCODE,MNDWI,BRBA,NBAI,NDSI,VARI,SAVI,OSAVI,NDMI,NBAI,EVI,NDVI,SR,ARVI,UI
BF4601,-0.178853342,0.744203224,-0.552712505,-0.178853342,-0.05605296,0.150985626,0.13328125,0.010020532,-0.552712505,0.372095787,0.157280518,1.374711729,0.249888818,-0.109803612
BF4602,-0.20773068,0.707698619,-0.555078868,-0.20773068,-0.064364002,0.160394782,0.141617775,-0.004373125,-0.555078868,0.36719316,0.167153827,1.402103806,0.272363292,-0.087203512
BF4603,-0.1953161,0.733634096,-0.518768677,-0.1953161,-0.071452671,0.146750978,0.127988163,-0.005012675,-0.518768677,0.33622793,0.149753861,1.35363528,0.259804884,-0.07517684
BF4604,-0.199409647,0.717915289,-0.553545978,-0.199409647,-0.062316716,0.156780304,0.138144379,-0.001726941,-0.553545978,0.373306501,0.162808196,1.390072694,0.261223863,-0.096914087
BF4605,-0.198732894,0.723944884,-0.551158734,-0.198732894,-0.067885258,0.142233797,0.12545795,-0.012695573,-0.551158734,0.329318942,0.147978953,1.348523731,0.253568225,-0.086021062
BF4606,-0.15676939,0.786447045,-0.50423245,-0.15676939,-0.064940559,0.131562914,0.113915152,0.012663636,-0.50423245,0.32839047,0.132587327,1.306676988,0.228826857,-0.103790505
BF4701,-0.193284023,0.70058903,-0.578164251,-0.193284023,-0.030335499,0.199659222,0.177169952,0.034812061,-0.578164251,0.492004383,0.209884881,1.533872289,0.293234121,-0.141983071
BF4702,-0.211722588,0.688855854,-0.58327954,-0.211722588,-0.048232211,0.195501188,0.173508594,0.021609337,-0.58327954,0.451402148,0.205576493,1.519032171,0.302549555,-0.128162453
BF1300,-0.211157862,0.719427496,-0.53375077,-0.211157862,-0.082865125,0.138284656,0.120597314,-0.023028316,-0.53375077,0.298890419,0.141070822,1.330859883,0.263659191,-0.074135703
BF4801,-0.210344319,0.712383449,-0.534898643,-0.210344319,-0.069607385,0.141989223,0.12408525,-0.025881014,-0.534898643,0.315438344,0.145372875,1.343377259,0.26253028,-0.072796773
BF4802,-0.210920135,0.705210913,-0.538643206,-0.210920135,-0.064986009,0.15073135,0.131972705,-0.019906621,-0.538643206,0.34340965,0.154812819,1.368078484,0.263937539,-0.076108141
BF4803,-0.20089097,0.735416617,-0.489145273,-0.20089097,-0.083938259,0.124145376,0.106270276,-0.030765048,-0.489145273,0.277107279,0.12267088,1.280332802,0.24258481,-0.062024468
BF4901,-0.220652181,0.72647865,-0.522028193,-0.220652181,-0.104746885,0.133607279,0.115181977,-0.025878799,-0.522028193,0.260999059,0.133631537,1.309688739,0.282065466,-0.071873749
