ADM1_PCODE,MNDWI,BRBA,NBAI,NDSI,VARI,SAVI,OSAVI,NDMI,NBAI,EVI,NDVI,SR,ARVI,UI
BF46,-0.1897702708212523,0.7355536103995132,-0.5373984260232949,-0.1897702708212523,-0.0648602136209662,0.1485358127126167,0.13034207472565099,-2.3556664607013794E-5,-0.5373984260232949,0.35161759398375364,0.15317285906159533,1.3633197668439963,0.2548728687898175,-0.09230560869950032
BF47,-0.19632263869179595,0.6986539820740572,-0.5790090603890266,-0.19632263869179595,-0.03328304575062037,0.19897515713885028,0.17656776003728672,0.032636891800458076,-0.5790090603890266,0.48531675850831757,0.20917641396794617,1.5314316510396018,0.2947701901417987,-0.13970679757236204
BF13,-0.21115786185814162,0.7194274959797158,-0.5337507704094601,-0.21115786185814162,-0.08286512544071044,0.1382846559043036,0.12059731434445334,-0.023028315606442366,-0.5337507704094601,0.2988904189117097,0.141070821726254,1.3308598834395182,0.26365919051365955,-0.07413570265960302
BF48,-0.2087040025788338,0.7142702747101387,-0.5273013597149354,-0.2087040025788338,-0.07072536948148209,0.14169144934129707,0.12348029425551954,-0.024653174533659998,-0.5273013597149354,0.3181611366658867,0.14437824538387783,1.3400610557367783,0.25913712799986344,-0.07189694696910089
BF49,-0.2109258647252871,0.7337066016644301,-0.5109824602041799,-0.2109258647252871,-0.09717729867256163,0.1295165642552325,0.11139755802798726,-0.025762821751759587,-0.5109824602041799,0.26670278080179766,0.12903183986989766,1.2975079799156857,0.26634179672993274,-0.07154735613531006
BF50,-0.2193893178740232,0.6964908173007437,-0.5571681653372527,-0.2193893178740232,-0.0693836738789902,0.16097576570099484,0.1419102520515454,-0.013083928190098947,-0.5571681653372527,0.35362537432853763,0.16732367789991034,1.4046744675325442,0.28154071711669754,-0.08356894107188297
BF51,-0.21705264323743662,0.6977229832340629,-0.5558674325676406,-0.21705264323743662,-0.06619581164891838,0.16051980875146488,0.14149296529025351,-0.012933361471017792,-0.5558674325676406,0.3554178335081579,0.1668169563618652,1.4027380041772812,0.2804575795026222,-0.08394152323738137
BF52,-0.20869553253356193,0.7128895063500437,-0.5412732104383359,-0.20869553253356193,-0.06985609040315453,0.15211386672243588,0.13340565273834618,-0.012353461714879867,-0.5412732104383359,0.3410210927573158,0.15674082409579107,1.374299108472278,0.27060201689538255,-0.08253979111088469
BF53,-0.18291397750136607,0.7300290024590316,-0.5600374443640331,-0.18291397750136607,-0.04723173773246381,0.17414713981812666,0.15384999780553302,0.02591729604479496,-0.5600374443640331,0.42975390681185266,0.18167181674497565,1.4464804744446405,0.27014425137986786,-0.12550572031812063
BF54,-0.20176134733301654,0.74609230519523,-0.5132581537930998,-0.20176134733301654,-0.09573479621839337,0.12720575878413068,0.10967580971383663,-0.019223280105216158,-0.5132581537930998,0.2683578168091236,0.12725647109261204,1.2940033615289213,0.2590175176047511,-0.07838141111127983
BF55,-0.19846835731080031,0.7400245053023512,-0.5121696688003169,-0.19846835731080031,-0.08281089055011688,0.13477147630466987,0.11614232214531088,-0.01659884411597001,-0.5121696688003169,0.2965723152224428,0.1347031670112229,1.3134549847693386,0.25586960934532876,-0.08292688607991372
BF56,-0.21654449666806797,0.7413965632072408,-0.4924902391074571,-0.21654449666806797,-0.11288976932410105,0.11436202538077185,0.09760972517244706,-0.0374935282535229,-0.4924902391074571,0.21827530812226642,0.112457440499689,1.2547579428741262,0.27063541201807945,-0.054801387747013604
BF57,-0.1779383227265434,0.7247878297185166,-0.5794767057273142,-0.1779383227265434,-0.03149319361456357,0.18252449466066753,0.16320843131019236,0.03516436480743496,-0.5794767057273142,0.457939132326426,0.19446589889575835,1.486601140349837,0.2752878969796078,-0.13648242435273408
