ADM1_PCODE,conflict_diffusion_indicator
BF46,0.025069637883008356
BF47,0.04395604395604396
BF13,0.03125
BF48,0.00684931506849315
BF49,0.08866995073891626
BF50,0.0
BF51,0.008771929824561403
BF52,0.06932773109243698
BF53,0.0
BF54,0.1317365269461078
BF55,0.0
BF56,0.17032967032967034
BF57,0.006060606060606061
