ADM3_PCODE,count_min,count_max,count_mean,count_median,count_stdDev,cv_area_min,cv_area_max,cv_area_mean,cv_area_median,cv_area_stdDev,cv_length_min,cv_length_max,cv_length_mean,cv_length_median,cv_length_stdDev,density_min,density_max,density_mean,density_median,density_stdDev,mean_area_min,mean_area_max,mean_area_mean,mean_area_median,mean_area_stdDev,mean_length_min,mean_length_max,mean_length_mean,mean_length_median,mean_length_stdDev,total_length_min,total_length_max,total_length_mean,total_length_median,total_length_stdDev,urban_min,urban_max,urban_mean,urban_median,urban_stdDev
BF460407,1.0,97.0,8.39449918937146,4.0,11.81071516901374,0.0,2.4099414348602295,0.3534931558882853,0.3823784583746785,0.313203663442056,0.0,1.2575294971466064,0.1887463546902232,0.19966116824815439,0.17162773347670032,119.59452819824219,11604.90234375,1004.782540426368,478.8035532779202,1413.5786197457387,4.87014102935791,1745.177001953125,27.116582137080623,19.92619332823197,45.032818727284045,8.981853485107422,240.8183135986328,19.643889124182014,18.49136602982231,8.757055592284615,8.981853485107422,2154.3662109375,166.18142182608622,71.56730049669144,244.2383294753172,0,0,0.0,0.0,0.0
BF460501,1.0,71.0,9.773021837689033,6.0,10.549387641043575,0.0,1.995693325996399,0.4610139431518744,0.5036117732524872,0.3290318395333942,0.0,1.157386064529419,0.24597135175572682,0.26928063143250586,0.1777612102649418,119.86442565917969,8520.1337890625,1172.3238210181626,719.703837397653,1265.4864682111224,4.851909637451172,399.1108093261719,30.879992538750354,26.998751177106584,28.564916638871416,9.10057544708252,103.76720428466797,21.295615006531783,20.259766419728596,7.625090015182752,9.10057544708252,1910.0302734375,210.64910106955773,116.21282593191486,237.12265597576646,0,0,0.0,0.0,0.0
BF460502,1.0,60.0,7.11909513902024,5.0,7.527847752219536,0.0,1.9041714668273926,0.3838976286546699,0.4178538262826635,0.28399938209833786,0.0,1.132860541343689,0.20115830050436204,0.2145185061430527,0.15356724872105645,119.76071166992188,7189.2001953125,852.9628636217865,599.0724181963913,901.9448872014166,5.249465465545654,311.1123046875,26.265464889709637,21.014360104894436,25.724848968370996,9.517993927001953,98.49751281738281,19.810021334316776,18.73215961456299,7.0022348566940105,9.517993927001953,1360.83740234375,136.87377791254465,84.04676894567423,149.19558707524646,0,0,0.0,0.0,0.0
BF460503,1.0,61.0,8.030294067354042,5.0,8.360400577544,0.0,1.8422821760177612,0.4435222011172875,0.48031574946183425,0.31562046174355307,0.0,1.0015084743499756,0.23746537762315062,0.25362376173337303,0.17049247306726667,119.8504867553711,7312.0849609375,962.9035459471917,599.4981103515624,1002.5389417044023,5.132211685180664,359.4891662597656,29.020818370378016,24.899736667501514,26.4996167753377,9.401937484741211,91.90028381347656,20.712286309468393,19.71814337564171,7.19408267532167,9.401937484741211,1568.39453125,165.7316103399237,99.87163058194247,180.9922203941302,0,0,0.0,0.0,0.0
BF460504,1.0,71.0,9.055689600749908,6.0,9.921785043728287,0.0,2.0805575847625732,0.4645967606304228,0.47661069374756876,0.3312673518612609,0.0,1.2378209829330444,0.24315799325125506,0.2540180982866035,0.1766489502880835,119.84197998046875,8514.97265625,1085.8451278048635,719.3906519899259,1189.7829114000012,5.050806522369385,814.8096923828125,31.963226477629878,21.9168513645403,38.422139423834324,9.230158805847168,136.79391479492188,21.451250081246076,19.7448054727168,9.256176809336129,9.230158805847168,1635.0738525390625,188.79839797589673,108.07065751817491,216.69175123677422,0,0,0.0,0.0,0.0
BF460505,1.0,92.0,8.26832154740079,5.0,9.268698852305075,0.0,1.996848702430725,0.42450997338645324,0.44079139318297056,0.30936939870836594,0.0,1.0626134872436523,0.22147426601894618,0.2302969483340659,0.16420232842068602,119.8807373046875,11033.5576171875,991.8730481903712,599.7992655053437,1111.8977058763135,5.329120635986328,383.9398498535156,26.85195836691308,20.983152369313384,26.644429631853505,9.536206245422363,99.41441345214844,19.984887721313317,18.74747394295626,7.166552182562549,9.536206245422363,1824.180419921875,161.67162978427967,99.95412615570145,189.8461927959752,0,0,0.0,0.0,0.0
BF460506,1.0,69.0,7.490053555773518,4.0,8.558652839839501,0.0,1.9867548942565918,0.3769287396451321,0.402521478671294,0.2930885973516455,0.0,1.0743991136550903,0.1987008225397079,0.20708110677568536,0.15742092157999418,119.76261901855469,8265.2783203125,897.4663514593421,479.28096507145807,1025.4800209380237,4.838260650634766,449.0177307128906,24.493418482834237,18.998803353403197,26.406693414060747,8.565930366516113,101.68106079101562,19.004414428082242,17.746801589457686,7.1832401822673395,8.565930366516113,1415.4371337890625,141.60587299026355,83.90050604684012,170.10893495848995,0,0,0.0,0.0,0.0
BF460601,1.0,68.0,11.276934865545597,7.0,11.48166643924844,0.0,1.9154261350631714,0.4831817019642615,0.48740787023589727,0.3409619224224778,0.0,1.0342214107513428,0.26123176241568236,0.2611820522476645,0.18827904411029103,120.06867218017578,8168.15869140625,1354.592100949312,840.8870174523556,1379.1917761097827,5.448578357696533,674.7449340820312,37.20624745703576,25.899412320665093,47.27590700659049,9.430349349975586,159.79989624023438,23.060724550443222,20.496699881279607,11.11428667633801,9.430349349975586,1601.5528564453125,244.76265080933376,155.79456303037446,250.72964172404687,0,0,0.0,0.0,0.0
BF460602,1.0,122.0,9.792240126294411,5.0,13.982616088984742,0.0,1.465866208076477,0.4172527852682096,0.4253183275461197,0.31821163924486207,0.0,0.9510841965675354,0.2197646187480191,0.2208762268225352,0.1711855857195407,120.21282958984375,14671.3642578125,1177.6587898661937,601.3353397681277,1681.6133989154116,5.180836200714111,375.72686767578125,28.671485840501177,20.91152867892298,32.26555161668755,9.496127128601074,94.55609130859375,20.405120539082066,18.74694684294053,8.443508380490146,9.496127128601074,2452.996826171875,191.80108481460078,88.14440768808511,276.5988992765322,0,0,0.0,0.0,0.0
BF460603,1.0,90.0,9.693172819200779,5.0,11.892233974953115,0.0,2.107104778289795,0.4411981734854113,0.4769668470068676,0.33317937887404203,0.0,1.0481733083724976,0.23497061981023487,0.25385451575984125,0.1809824552892545,120.03378295898438,10807.376953125,1164.140337688039,600.495397153108,1428.3051623184965,4.9903435707092285,458.3424072265625,28.85279966770448,22.873975448956774,30.896250744861174,8.991290092468262,94.0480728149414,20.50512115450369,18.747575534813347,8.440575110682142,8.991290092468262,1821.943603515625,191.62159037424823,91.81283643168788,237.77400777477962,0,0,0.0,0.0,0.0
BF460604,1.0,110.0,12.25008310032653,5.999999999999999,15.305831489510481,0.0,1.834731101989746,0.41591076557279893,0.43335917059864315,0.3012483271549418,0.0,1.1929659843444824,0.21760975511614075,0.2304188262787368,0.1629464005085298,120.10013580322266,13220.876953125,1472.18747531558,721.0732073839495,1839.4728288266415,5.5738677978515625,589.1041259765625,26.192013327534895,18.123798524165554,34.73767529946644,9.529879570007324,109.32633209228516,19.439882986616844,17.73734596830922,8.0207089344643,9.529879570007324,1911.07421875,229.15931642356114,115.73437810827184,285.71884101211555,0,0,0.0,0.0,0.0
BF460605,1.0,83.0,11.005727487606556,6.0,12.558486299648774,0.0,2.7133800983428955,0.5011375515434235,0.5076526072290208,0.37814288952369396,0.0,1.215047001838684,0.27038829234406975,0.26986182990827057,0.20281726811468528,119.94609069824219,9959.859375,1320.9631666953012,720.1765921456473,1507.37262141228,5.332503318786621,406.85076904296875,35.613582993435024,28.969712358839967,35.5216769244373,9.338614463806152,101.32855987548828,22.883836882140248,21.246879344083826,9.123827769771088,9.338614463806152,2121.638671875,251.69358375794457,134.62814867174302,299.52127766162397,0,0,0.0,0.0,0.0
BF460606,1.0,119.0,12.297732036456985,5.0,18.1160704433656,0.0,1.740836262702942,0.3978674313523187,0.4180736720561981,0.3033245424725941,0.0,1.099151372909546,0.20583437665725096,0.2221540989620345,0.15978036009222296,120.09446716308594,14302.5849609375,1477.6403004464448,600.7460646440039,2177.008111064397,5.066399097442627,285.93731689453125,23.771867828830665,19.006847389034128,25.087002648953515,9.160209655761719,79.72724914550781,18.786371081479423,17.24150738735566,6.930481722413732,9.160209655761719,2299.500732421875,227.16619308663817,88.57313705351483,342.1891694880347,0,0,0.0,0.0,0.0
BF460607,1.0,126.0,10.199865271397833,4.0,15.212165852431884,0.0,1.9290008544921875,0.3946215868803119,0.4097333422728947,0.31932595879783265,0.0,1.0343767404556274,0.20456157776225037,0.21507492734381578,0.1680816238328175,120.17748260498047,15152.6552734375,1226.8402933688083,481.1331364489933,1829.616955402443,4.881343841552734,618.4801635742188,24.033712215945954,18.023112842960938,29.509890955030965,9.072708129882812,130.7122344970703,18.759651411233516,17.2564641164729,7.808864386044335,9.072708129882812,2428.005859375,188.94779974868175,72.01468238455624,290.35872946762635,0,0,0.0,0.0,0.0
