adm1_pcode,hage,age,hhsize,hgender1,hgender2,resid1,resid2,sexe1,sexe2,lien1,lien2,lien3,lien4,lien5,lien6,lien7,lien8,lien9,lien10,lien11,mstat1,mstat2,mstat3,mstat4,mstat5,mstat6,mstat7,religion1,religion2,religion3,religion4,religion5,ethnie1,ethnie2,ethnie3,ethnie4,ethnie5,ethnie6,ethnie7,ethnie8,ethnie9,ethnie10,ethnie11,ethnie12,nation1,nation2,nation3,nation4,nation5,nation6,nation7,nation8,nation9,nation10,nation11,nation12,nation13,nation14,nation15,nation16,mal30j1,mal30j2,aff30j1,aff30j2,aff30j3,aff30j4,aff30j5,aff30j6,aff30j7,aff30j8,aff30j9,aff30j10,aff30j11,aff30j12,aff30j13,aff30j14,aff30j15,aff30j16,aff30j17,arrmal1,arrmal2,hos12m1,hos12m2,couvmal1,couvmal2,handit1,handit2,alfa1,alfa2,educ_scol1,educ_scol2,educ_scol3,educ_scol4,educ_scol5,educ_scol6,educ_scol7,educ_scol8,educ_hi1,educ_hi2,educ_hi3,educ_hi4,educ_hi5,educ_hi6,educ_hi7,educ_hi8,educ_hi9,diplome1,diplome2,diplome3,diplome4,diplome5,diplome6,diplome7,diplome8,diplome9,diplome10,diplome11,telpor1,telpor2,internet1,internet2,activ7j1,activ7j2,activ7j3,activ7j4,activ7j5,activ7j6,activ12m1,activ12m2,activ12m3,activ12m4,branch1,branch2,branch3,branch4,branch5,branch6,branch7,branch8,branch9,branch10,branch11,sectins1,sectins2,sectins3,sectins4,sectins5,sectins6,csp1,csp2,csp3,csp4,csp5,csp6,csp7,csp8,csp9,csp10,emploi_sec1,emploi_sec2,sectins_sec1,sectins_sec2,sectins_sec3,sectins_sec4,sectins_sec5,sectins_sec6,csp_sec1,csp_sec2,csp_sec3,csp_sec4,csp_sec5,csp_sec6,csp_sec7,csp_sec8,csp_sec9,csp_sec10,bank1,bank2,serviceconsult1,serviceconsult2,serviceconsult3,serviceconsult4,serviceconsult5,persconsult1,persconsult2,persconsult3,persconsult4,logem1,logem2,logem3,logem4,mur1,mur2,toit1,toit2,sol1,sol2,eauboi_ss1,eauboi_ss2,eauboi_sp1,eauboi_sp2,elec_ac1,elec_ac2,elec_ur1,elec_ur2,elec_ua1,elec_ua2,ordure1,ordure2,toilet1,toilet2,eva_toi1,eva_toi2,eva_eau1,eva_eau2,tv1,tv2,fer1,fer2,frigo1,frigo2,cuisin1,cuisin2,ordin1,ordin2,decod1,decod2,car1,car2,sh_id_demo1,sh_id_demo2,sh_co_natu1,sh_co_natu2,sh_co_eco1,sh_co_eco2,sh_id_eco1,sh_id_eco2,sh_co_vio1,sh_co_vio2,sh_co_oth1,sh_co_oth2,milieu1,milieu2,hmstat1,hmstat2,hmstat3,hmstat4,hmstat5,hmstat6,hmstat7,hreligion1,hreligion2,hreligion3,hreligion4,hreligion5,hnation1,hnation2,hnation3,hnation4,hnation5,hnation6,hnation7,hnation8,hethnie1,hethnie2,hethnie3,hethnie4,hethnie5,hethnie6,hethnie7,hethnie8,hethnie9,hethnie10,hethnie11,hethnie12,halfa1,halfa2,heduc1,heduc2,heduc3,heduc4,heduc5,heduc6,heduc7,heduc8,hdiploma1,hdiploma2,hdiploma3,hdiploma4,hdiploma5,hdiploma6,hdiploma7,hdiploma8,hdiploma9,hdiploma10,hdiploma11,hhandig1,hhandig2,hactiv7j1,hactiv7j2,hactiv7j3,hactiv7j4,hactiv7j5,hactiv12m1,hactiv12m2,hactiv12m3,hbranch1,hbranch2,hbranch3,hbranch4,hbranch5,hbranch6,hbranch7,hbranch8,hbranch9,hbranch10,hbranch11,hsectins1,hsectins2,hsectins3,hsectins4,hsectins5,hsectins6,hcsp1,hcsp2,hcsp3,hcsp4,hcsp5,hcsp6,hcsp7,hcsp8,hcsp9,hcsp10,pop,conflict_diffusion_indicator,geo_mndwi,geo_brba,geo_nbai,geo_ndsi,geo_vari,geo_savi,geo_osavi,geo_ndmi,geo_v10,geo_evi,geo_ndvi,geo_sr,geo_arvi,geo_ui,region,fgt0,N,WTA_S_HHSIZE,N_hhsize,num_ea,dir_fgt0,dir_fgt0_var,zero,touse,weight,fh_fgt0,fh_fgt0_se,fh_fgt0_cv,fh_fgt0_gamma,xb,u_d,e_d,direct_fgt0,u_ci,l_ci,u_ci90,l_ci90,se,q10,range_Q10,u_ci_fh,l_ci_fh,sig_diff
BF13,.67432308,1.6892596,6.4912333,1.1066777,.074621812,.024441717,.97555828,-.48664626,.53883469,.19629906,.18233794,.46693829,.025380984,.048222717,.0010408302,.011262074,.023832908,.019567883,.024617197,.00050014356,-1.7053028,.58221376,.087026574,.034288134,.057365235,.00055515114,.0027819271,-.36258292,1.0790753,.010070207,.002128788,0,.88932467,.061133474,.0030566449,.003644523,.0086671282,.0029239077,.00036875138,.0076406184,.0054762573,.0015365706,.015833778,.00039366563,.0019924373,-2.0842173,.001505885,.0056355884,0,0,.000046380192,0,0,.00010970791,0,.00091523828,0,0,0,0,.65602612,.34397388,.52842319,.028592691,.042434976,.015160885,.0077261622,.034630314,.02416537,.0020839178,.076290242,.0026189706,.11576511,.00013362702,0,.0080448706,.049696032,.0029486562,.061284997,.8245697,.1754303,.93405563,.065944374,.99290043,.0070995721,.8494131,.15058692,.54417086,.45582914,.015380564,.68535775,.21159734,.000058698886,.074825995,.0043634339,.0018609847,.0065552196,.48918182,.0089207748,.30925116,.14309345,.0015862804,.031469814,.0063569867,.0011112235,.0090284925,.77432829,.16691099,.044322718,.0015889027,.00025065514,.0051686377,.0026229296,.0026696164,.00037115914,.0011815294,.00058455585,-2.184206,.52215987,-1.6069629,.13651408,.3840495,.000013570356,.0070457137,.0093297651,.48113191,.11842955,1.0363805,.007059284,.45340025,.11842955,.40103668,.02942778,.0064615081,.13601308,.10065248,.17768072,.022059388,.028109383,.025958696,.033469114,.039131168,.0062803733,.01041727,.96744156,.0085809575,.0068974094,.00038242663,.0046611512,.016861545,.049615804,.099658683,.028982082,.024880387,.039109625,.013926344,.71592081,.0063835611,.81672376,.18327624,0,.0025354596,.95650935,.028883483,.012071706,0,.00088190654,.0074751223,.027510911,.024836939,.0073652626,0,.00035090669,.21142039,.71043283,.0097257579,.80580348,.19419651,.078365833,.47779515,.0043569747,.42937994,.010102111,.076518126,.47684807,.017253881,.42937994,.72931463,.64582342,.051983792,.033120561,-1.4671409,.99982357,-1.116158,.9807775,-1.6226952,.95090222,-.87229538,.92396343,.14028426,.85971576,.42397782,.10054924,.41210249,.097858876,.39977819,.60022181,.81054217,.18945785,.89160895,.10839106,-1.6530774,.2186486,.95310992,.04689005,-.91081023,.37917691,.14284632,.014479741,-.36201966,.060198143,-1.5115606,.086113431,.065363102,.019839212,.26775056,.082558647,-2.3049397,.064014405,.69265467,.30734533,.55349207,.44650793,.22120598,.77879405,.78077203,.21922795,.98458755,.015412479,1,0,.079667948,.92033207,1.165372,.77895164,-1.0228108,.071460463,.053958695,.00017641461,.0079511981,-.38433436,1.2365458,.026758363,.0063863643,0,.00050066423,.61137319,0,0,0,0,0,0,1.1995863,-.19290438,.002510814,.0033207783,.012919308,.0026561141,.00039861782,.0076183174,.0060096825,.0011860216,.016356861,.00088200188,-.53479928,.37928373,-1.5423132,2.1068952,.080499172,.00087766332,.005745443,.014322028,.0014685952,.01469224,.82816702,.13359778,.019549804,.00053165981,.00020687604,.0040535056,.0029262851,.0060233544,.0010550851,.0020332402,.0018553711,.90350276,.096497267,.87493181,0,.00024150632,.016823703,.108003,.51981467,.00024150632,.083763734,-.75456369,.049578108,-.94957274,.90525663,.13673273,.15206267,.01041232,.033231631,.010846834,.035680719,.035332542,.010380716,.009176827,.9621315,.011500963,.0066314912,.00017852914,1.1458331,-.29886082,.047541857,.076173015,.026843833,.0030967786,.0038809173,0,.81025702,.0053708935,2615.967033068314,-.4517045,-.21115786,.71942747,-.53375077,-.21115786,-.082865126,.13828465,.12059732,-.023028316,-.53375077,.29889041,.14107083,1.3308599,.26365918,-.074135706,Centre,.039663634811693,403,525514.2791748047,2431,69,.039663635,.00016475003,.039663635,1,1,.040030736,.014872406,37.152466,.180787,.041694216,-.00166348,-.00036710128,.039663634811693,.064820752,.014506519,.060776152,.018551119,.012835499,1,4.0 - 23.0,.069180116,.010881357,
BF46,-1.1010977,-.25824359,7.0465894,1.3151802,.061210707,.0051866337,.99481338,1.0419718,.50745976,.17352362,.18647382,.50675631,.021909207,.034058765,.0004200853,.020628106,.024774052,.017926017,.013530031,0,.35737708,1.0324715,.093300909,.0030075703,.027324086,.0049479678,.0012592694,.33066219,-.20361532,.046007998,0,.0025148182,.37848288,.040276103,0,.043953106,.0066865226,.0024393667,.0018591457,.18065056,.15917967,.1483887,.038083941,0,.0010368082,-1.135694,0,.00038782589,0,0,.0014968838,0,0,.0015024774,0,.0031796021,0,0,0,0,.67650026,.32349974,.57499254,.0027438968,.027742689,.010639647,.013106303,.013807192,.0078572631,0,.092135243,.0070664501,.12560986,.010891839,0,.00080662116,.058288079,.0010406245,.053271759,.82912362,.17087641,.97483444,.025165558,.99882859,.0011714087,.93571061,.064289406,.60641766,.39358234,.018479168,.72157872,.20863633,.0006760559,.041192286,.0030669717,0,.0063704639,.61359078,.0055725249,.26396158,.088962458,.00018539953,.021208595,.00077818672,0,.0057404782,.86512858,.10080621,.024304019,.00050658552,0,.005757831,0,.002108362,.001013171,.00029892268,.000076340984,.22885194,.39054841,.25953263,.06913659,.2676467,.00071382592,.0045600911,.0042112344,.58724827,.13561994,-1.4336697,.0052739172,.57456428,.13561994,.65417659,.018263958,.056686856,.07165911,.018737514,.092143647,.0048891879,.0051944233,.020346265,.027096255,.030806165,.023319559,.017075878,.948892,.0033161326,.0073964316,0,.00072131027,.0283492,.020212546,.02410583,.012210333,.0017183216,.0082243411,.0070568551,.87287045,.024530817,.91789025,.082109779,0,.0056211222,.93986046,.036896855,.017621575,0,0,0,0,.036571909,.0013766014,.005024394,0,.056801137,.84544849,.054777473,.88291395,.11708604,.011029325,.51208353,.011796313,.46478498,.00030588426,.13491879,.39323378,.007062464,.46478498,-.14619735,.69772351,.039619416,.074161738,.25811461,.76842397,-.34653962,.90474415,.38781509,.66022819,2.1928761,.51843292,.52318704,.47681296,-.43332154,.20709762,-.49470055,.2038952,.46098337,.5390166,.90501881,.094981179,.81651354,.18348646,-1.9592391,.23736584,.9684459,.031554118,-.52478391,.33138904,.6364553,.0032246828,.37233371,.024251023,.074638069,.04050564,-.14011452,.025142049,-.057150129,.10643321,.89658606,.010599745,.75737458,.24262539,.36076245,.63923752,.32638949,.67361051,.89467174,.10532823,.93033469,.069665298,1,0,.22543515,.77456486,-1.2749044,1.54102,-.64437091,.0065376619,.029539011,.013449746,.0031301109,.34194735,-.11803754,.053529337,0,.0025148182,0,-1.1492151,0,.0059875352,0,.0031796021,0,0,-.32054785,-.34208941,0,.043461554,.0052599483,.0030676343,0,.18749946,.15893403,.14777951,.031852268,0,-.6930005,.39328504,-.51707226,.98586386,.056552593,0,.023532517,0,0,.01169509,.88172919,.072085656,.032646045,0,0,.0048835464,0,.0032246828,.0030395128,.0023913814,0,.97992128,.020078724,.91264737,0,.0018440336,.0054661022,.080042526,.96541446,.0018440336,.046843618,.22377251,.021765921,.59582001,.089146227,.023953654,.094558969,.003188892,0,.020192275,.024905587,.035975568,.022305274,.019376263,.94916397,.0071583088,.0019962043,0,-.27028102,-.14565016,.018342778,.017961981,.010999384,.00063355052,.0032833929,0,.88848662,.034451302,1839.159837797431,-.28206083,-.18977027,.73555362,-.5373984,-.18977027,-.064860217,.14853582,.13034208,-.000023556664,-.5373984,.3516176,.15317287,1.3633198,.25487286,-.092305608,Boucle du Mouhoum,.5209275492907026,261,273473.2655334473,1811,44,.52092755,.0040401025,.52092755,1,1,.47457421,.052788917,11.123427,.84403616,.46600887,.0085653365,.04635334,.5209275492907026,.64550638,.39634871,.62547743,.41637769,.063561797,7,44.4 - 47.5,.57803857,.37110984,
BF47,-1.4218098,-1.9544835,8.5960941,-.026122794,.14748473,.0093731014,.99062687,.53436744,.51787835,.15992357,.14623538,.48780626,.014972692,.044441376,0,.035205156,.047671068,.03341873,.030210925,.00011485234,1.6619982,-1.2558855,.14062886,.005623505,.038586088,.0026944031,.010532098,.96743494,-1.2070808,.054633208,0,.000038389575,.19076636,.018664455,0,.0093207881,.00045934302,.011106127,.14518356,.021965185,.0089113209,.032240011,.56138283,0,0,.77024049,.00048283409,.00032948321,0,0,0,0,0,0,.000098716053,0,0,0,.0014649449,0,.78579259,.21420741,.58119917,0,.024337867,.003977688,.012381892,.017079055,.042924445,.00016778841,.091700062,0,.07637281,.0009891279,.0018452775,.0017483624,.071242794,.003708502,.070325166,.87838763,.12161238,.95131296,.048687056,.99866384,.0013361372,.93406332,.065936677,.67346215,.32653785,.016448062,.8085627,.14592628,0,.027248386,.00054808531,.00095163693,.00031486352,.67332798,.0042690421,.22303657,.081034943,0,.014371161,.00019793172,.00072466495,.0030377395,.8777141,.09912812,.017679434,0,0,.0021109749,.00032848536,.0023609586,.00067796314,0,0,-.1599828,.41175598,.15676539,.072846293,.33714461,0,.0044926521,.00088498677,.49245554,.16502222,.28412861,.0044926521,.45096618,.16502222,.71184969,.005398334,.0054654074,.059233464,.017623603,.098094322,.0050655669,.012851832,.0290184,.038003199,.017396202,.025288895,.0018194387,.96996808,.00061959808,.0023039742,0,.0012296932,.024827015,.029073743,.050911307,.051609855,.0005404441,.014128207,.0080738217,.78370088,.035905056,.92138773,.078612283,0,.0082744919,.98042548,.0016917306,.0096082725,0,0,.0019682636,.0066044279,.10283139,.019216545,.0010338353,.038399268,.15252598,.67536002,.0020602862,.8926326,.10736738,.061990105,.60163015,.019731319,.31547415,.0011742675,.3121635,.34983653,.02252581,.31547415,.41033447,.65981096,.067866139,.032607716,-.64503378,.88955855,-.87491441,.95694423,.0036577273,.71576858,-.31196022,.84982955,.32035691,.67964309,-.5202564,.21790226,-.78419799,.23774739,.35446924,.64553076,.93380016,.066199809,.79257882,.20742115,.10361882,.11125285,.99251932,.0074807066,-1.016519,.39226305,.62087816,.0035798387,.47587755,.019182473,.873519,.017535485,.45615789,.0097538047,-.84854865,.16458733,-.1090928,.0273786,.74526405,.25473595,.50574309,.49425691,.24512455,.75487548,.82009155,.17990847,.94736761,.05263241,1,0,.08071021,.91928977,-.064325921,-1.6921046,2.0496089,.017291004,.075149618,.00070858048,.033699375,.96525824,-1.1607777,.058747068,0,0,0,.71308601,0,0,0,0,0,0,-.92113113,-.44755471,0,.0094052451,.00042228532,.015155886,.14365903,.02502702,.010143563,.034917396,.55429715,0,.32753906,.302964,.26981205,-.10303202,.045921158,0,.01857103,0,.00070858048,.017098743,.87219512,.08790756,.017092165,0,0,.0049978029,.00070858048,.015192734,.0019060107,0,0,.94408512,.05591486,.8761242,0,0,0,.12387578,.62359148,0,.075780019,.56158656,.0057711662,-.93623418,.88500839,.011827935,.10132072,.00088074047,.0030663409,.029660046,.043612126,.0085035544,.023260599,.0035279309,.97218406,0,.0010273872,0,-.45314994,-.10543424,.02600576,.030549062,.0014403635,.00053254713,0,0,.88577908,.029309671,1770.795314575081,-.05316022,-.19632263,.698654,-.57900906,-.19632263,-.033283047,.19897516,.17656776,.032636892,-.57900906,.48531675,.20917642,1.5314317,.29477018,-.13970679,Cascades,.2299389216622598,206,104593.5790557861,1624,35,.22993892,.0013450568,.22993892,1,1,.22950032,.04063075,17.704006,.64307541,.22925688,.00024344027,.00043860078,.2299389216622598,.30182064,.15805721,.29026395,.16961388,.036675017,1,4.0 - 23.0,.30913514,.14986552,
BF48,-.26795438,.43997657,6.1466165,-1.4789139,.2409298,.0068460042,.99315399,-.31138128,.53523737,.21002713,.15405047,.49465325,.022106646,.052879211,0,.0056116106,.014786616,.032283876,.013601219,0,-.12855114,-.20981939,.10917987,.01460453,.059451915,.0030430485,.0005509,.68293196,-.42577726,.000063000967,0,0,.48423091,.037522282,.0055128792,.00064716616,.46034977,0,.0040258351,0,0,0,.0077111614,0,.001512419,-.67366707,.0005378467,.00046211292,0,0,0,.00027488411,0,0,0,.001894084,0,.0016549868,0,0,.64300746,.35699254,.55478203,.0029188164,.0079920366,.0033105635,.0092246346,.012013024,.038154114,.00064130843,.13048208,.0058075753,.064801611,.0065254224,0,.0093428269,.085765354,.0041552018,.06408342,.8133418,.18665823,.90478301,.095216967,1,0,.8498022,.15019779,.63131416,.36868584,.0051601832,.74813384,.19842251,.00041838808,.047416296,.00023730428,.00021148927,0,.6348784,.0027226594,.25077948,.08938846,.0010968685,.017606471,.0023395941,.0003201756,.0008679062,.85698897,.11782543,.019375701,.001239708,0,.0039735073,0,.00059668551,0,0,0,.33064616,.38499641,-.24830987,.087468855,.36036709,.0020095862,.0062776273,.007234517,.48017868,.14393251,.93078411,.0082872137,.43250775,.14393251,.75579107,.031012064,.0083792014,.028552234,.019453064,.090508103,.0057627256,.011429309,.010622182,.031655729,.0068343026,.0053521758,.003218215,.89032435,.08872918,.012376073,0,0,.0053521758,.012210085,.023587186,.033162873,.018657908,.06305211,.093062378,.72956795,.021347351,.86658603,.13341399,0,.0038799476,.92065549,.073565364,.0018991958,0,0,0,0,.083145477,.0019613686,.009659091,.023814773,.20472467,.67669463,0,.86932451,.13067548,.03920399,.65552408,.014465234,.29080671,0,.049933303,.59298736,.066272594,.29080671,.73616242,.58696443,.0024971983,.14083585,-.37202719,.85294163,-.22794037,.89302731,-1.1202512,.87826025,-.95157605,.93445247,.075407773,.9245922,.28086057,.11833637,.22223493,.1200609,.62117982,.37882021,.88115716,.11884286,.83749366,.16250633,.79552996,.068952799,1,0,.7781809,.17008947,.1943327,.013305804,.18600443,.033371985,.38031381,.0317166,.55212843,.0072770449,.55198807,.061672084,.34829152,.019747529,.67385572,.32614425,.35007283,.64992714,.43122804,.56877196,.77915412,.22084586,.91691822,.083081782,1,0,.13569248,.86430752,.52107459,-.2409398,.016657086,.038721088,.10892809,.0018111956,0,.70454967,-.31966019,.00031500484,0,0,0,.37687671,0,0,0,0,.0016549868,0,-.013088402,-.35996452,.0038588759,0,.46202624,0,.0060387524,0,0,0,.0083650108,0,.56266385,.28215474,.71849966,-.64648181,.061909601,0,.0019985966,.0064970902,0,.0029834274,.9057911,.076522723,.0082056625,.0044548209,0,.0020422696,0,.0029834274,0,0,0,.90788883,.092111155,.79872966,.0060287584,0,.017024459,.17821714,-.0739948,.0060287584,.12504095,.72714895,.041644901,-.90348834,-.92728055,.02557998,.09272074,.0063678315,.005403806,.0061107241,.029161531,.0067106066,.0028237796,.003409791,.98409134,.0018915019,.0077836025,0,-.79286414,-.77878076,.013403385,.010706921,.012259932,.010630975,.0033781715,0,.916991,.029805867,1671.879713945888,.51380485,-.20870401,.71427029,-.52730137,-.20870401,-.070725366,.14169145,.1234803,-.024653174,-.52730137,.31816113,.14437824,1.3400611,.25913712,-.071896948,Centre-Est,.3136950426545467,272,273984.548034668,1674,47,.31369504,.0017123498,.31369504,1,1,.29612026,.041426141,13.989635,.69639045,.28845805,.0076622069,.017574787,.3136950426545467,.39479944,.23259066,.38176,.2456301,.041380551,2,29.6 - 29.6,.377314,.21492651,
BF49,.67510492,-.15884785,7.5177884,.37818038,.12147953,.01635826,.98364174,-.032092191,.52950495,.17763337,.16882765,.51040304,.013734796,.044147566,0,.01445237,.018824402,.026994735,.023721334,.0012607679,.36995193,-.94260579,.15749903,.0031185003,.031204302,.0136364,.0018704616,.26000565,-.23668389,.070333779,0,0,.92735445,.060772572,.00017790032,.0010342357,.00010786955,0,0,0,0,.0010076014,.0094563477,.000089016175,.00094204716,.78417021,.00026318824,.00075919682,0,0,.00037333387,0,0,0,0,0,0,0,0,0,.77671319,.22328684,.54271066,.020149134,.016298849,.011261086,.022554524,.0066822176,.046443865,.0021740752,.096925676,.0016185368,.095836826,0,0,.0035399338,.07985907,.0029133661,.051032193,.86959374,.13040623,.94317985,.056820173,.99852121,.0014787855,.89063078,.10936923,.66041905,.33958095,.026377346,.83784443,.10393781,0,.031209596,0,.00063081208,0,.67508638,.0025406671,.23696306,.063105673,.00016716965,.020905497,0,.00052106666,.00071052008,.90161932,.071279548,.021705899,.00076331146,0,.0036928484,.00022854375,.00071052008,0,0,0,-.78260428,.44571462,.74917924,.051461089,.31453717,.00074913027,.0061314018,.0089987982,.52123547,.14834805,-.58001488,.006880532,.51303095,.14834805,.47430307,.036084209,.13564849,.09124504,.062278286,.10684023,.013544803,.0060992124,.017007533,.026127698,.030821435,.0043333238,.015717702,.93262237,.015341216,.031985369,0,0,.0042287027,.058853686,.10569178,.042317498,.026526645,.039126899,.010907449,.71197736,.00036999086,.92121673,.078783289,0,.0011105819,.88368952,.081645101,.023903957,.0096508684,0,0,0,.085079342,.036219593,.016110029,.012867825,.054314345,.79540884,0,.87759244,.12240759,.030817851,.69960099,.020739865,.24778716,.001054115,.061301176,.67673707,.01417458,.24778716,.37685344,.50151688,.084032848,.17781645,.47737461,.73901576,.64294654,.80698919,1.0756162,.5607878,-.39758912,.86115849,.14836428,.85163575,.48613682,.092823833,.49035594,.088708401,.61467022,.38532981,.89648831,.10351167,.90681839,.093181618,.21413514,.10449645,.97274935,.027250629,.74857891,.17375401,.44651297,.0075556901,.57272798,.014441594,.50414008,.028156208,.54355752,.0074982499,.50585616,.065061986,.28091711,.020871656,.71425372,.28574628,.29051465,.70948535,.33619237,.66380763,.83918548,.16081452,.70576328,.29423669,1,0,.1467474,.85325259,-.45923114,-.82430589,1.5394588,.006539559,.065285668,.019099187,0,.21031964,-.15469345,.091816947,0,0,0,.71308601,0,0,0,0,0,0,1.3178781,-.20488918,0,.0015513536,0,0,0,0,0,.00081501133,.014849494,0,.025046622,.32973561,1.4224782,-1.3981851,.031780217,.001186565,.018287869,0,.0015998061,.00198482,.94001305,.03382327,.012935373,.00070401136,0,.0089396518,.0015998061,.00198482,0,0,0,.91600627,.083993748,.74588192,0,0,.012276212,.24184188,-1.2563255,0,.22477956,-.3375271,.040831666,1.5809305,1.1508526,.082071237,.0504562,.0056075393,.0072026299,.027270721,.019032869,.035229646,.0051422748,.029042497,.93619764,0,.029617572,0,-.79286414,-.69932526,.039497625,.091391735,.0074974732,.013882779,.025956213,0,.81504279,.0012981109,1653.913483273491,1.8843302,-.21092586,.73370659,-.51098245,-.21092586,-.097177297,.12951656,.11139756,-.025762822,-.51098245,.26670277,.12903184,1.297508,.26634181,-.071547359,Centre-Nord,.4289447571824865,220,258845.2168884277,1575,37,.42894477,.0018970853,.42894477,1,1,.43830317,.045817003,10.453267,.71760654,.44198593,-.0036827624,-.0093584061,.4289447571824865,.51431203,.34357747,.50058722,.35730228,.043555543,6,43.8 - 43.8,.52810287,.3485035,
BF50,1.3888434,.28506145,6.6930919,-1.1809233,.22176272,.0060238405,.99397618,-.82131898,.54570389,.20827876,.15099023,.47223637,.0080691306,.06653703,0,.0072377124,.036611836,.041322693,.0087162713,0,1.3443269,-1.5114063,.13227263,.01311551,.058209162,.0034016054,.0064259148,-1.2986336,1.4185346,.1381918,0,.041848876,.42088324,.075879559,.0028514494,.40216875,.0041061076,.043645721,0,0,.00022296162,.0013814312,.048860788,0,.0012635139,-.83200055,.00010300399,0,0,.0030022811,0,0,0,0,0,0,0,.002401825,0,0,.72159845,.27840155,.62273139,.0059758411,.0075215246,.0088499468,.002746237,.013384891,.013777906,0,.11064505,.0087211449,.073198125,.00045582841,0,0,.068900712,.005295781,.057795603,.84664732,.15335271,.95777833,.042221684,.99922746,.00077252986,.85369325,.14630678,.64552808,.35447192,.016583711,.72858101,.20595296,.0020468181,.030747941,.0014875493,.0045086746,.010091324,.60433161,.0053480617,.26513317,.094088785,.0015347271,.015364663,.0010679844,.002251385,.010879618,.86272258,.088282213,.033509955,.00082652346,.00044017829,.00540805,.0032320137,.0052035796,.00017167331,.00020323899,0,.50355655,.37556568,.96395701,.043707944,.3862752,0,.0025181486,.0037453279,.49056056,.11690076,.7556932,.0025181486,.47498932,.11690076,.68110591,.10243563,.006212119,.068452545,.019745875,.064634867,.0046537826,.0020131276,.023071751,.016707541,.010966866,.019385828,.0079935426,.97215301,.00028192819,.00018566931,0,.005722126,.020005189,.010587354,.021234728,.0078798151,.009142926,.01891486,.0030906608,.90318692,.0002354413,.7976917,.20230828,0,0,.99226826,.0077317515,0,0,0,.0037593476,0,.035121359,.011139425,.0045624273,.0030416183,.10275525,.82720006,.012420528,.92686206,.073137946,.027671944,.61551851,.017007967,.33980158,0,.044344675,.58885002,.027003715,.33980158,-1.0598505,.84733397,.029675759,.018582191,1.9038064,.54769582,.012022345,.86932051,-.2421217,.75130272,.15568109,.78795934,.3165946,.6834054,.51217449,.089587793,.6598925,.068883806,.42833775,.57166225,.943685,.05631499,.92232883,.077671185,1.0985504,.050427631,1,0,.27693993,.23214021,-.2017355,.022336759,.28539732,.028506624,.55827224,.026599742,-.10534821,.024244851,.22919065,.085392125,-.35557973,.031491015,.6924637,.3075363,.26789364,.73210639,.19475716,.80524284,.85445917,.14554085,.94085121,.05914877,.99547982,.0045201532,.11089412,.88910586,.7215268,-1.3356824,.79392356,.022510206,.1537884,.0033717253,.0068383575,-1.2599001,1.5219986,.16403386,0,.03217531,.0063370257,-.57428336,0,0,0,0,0,0,-.17223507,-.1335233,.0018536549,.39858675,0,.043671187,0,0,0,0,.048633445,0,.37245375,.29898891,.53691906,-.46936208,.046313182,.0024153325,.005272137,.0021140482,.0021503409,.020667182,.91126078,.034040187,.024821073,.0032702242,.001540624,.0054299822,.0042609954,.014346108,.0010300399,0,0,.95977247,.040227503,.86864454,0,0,0,.13135546,.54252142,0,.082205527,.57531828,.13176608,-.91032428,-.63809204,.025441982,.022337312,.0040430697,.0028228227,.026343742,.008052391,.016209401,.022173949,.011027035,.96619982,.00059917907,0,0,.40018284,-.091572329,.0087302951,.011986042,0,.0050771446,0,0,.94298571,.00075057137,1539.411141247645,-1.1359975,-.21938932,.69649082,-.55716819,-.21938932,-.069383673,.16097577,.14191025,-.013083928,-.55716819,.35362539,.16732368,1.4046744,.28154072,-.083568938,Centre-Ouest,.4335511536025266,230,267261.299407959,1495,39,.43355116,.0030592061,.43355116,1,1,.4442476,.053433534,12.027872,.80383795,.44685787,-.0026102662,-.010696441,.4335511536025266,.54195696,.32514536,.52452815,.34257415,.055310089,7,44.4 - 47.5,.54897541,.3395198,
